Name,Nickname,Date,Message
Mahatthana (Kelvin) Nomsawadi,WiNloSt,2024-05-16 13:21:09+00:00,"Automate releasing embedding SDK (#42516)

* WIP some workflows

* Add reminder todo comment

* Complete the workflow

* Fix YAML syntax error

* Trigger the workflow

* Fix resuable workflow

* Fix uberjar workflow

* Add missing steps before testing

* Pass recrets to resuable workflow, so it could run

* Fix sdk artifact location

* Remove unneeded output

* fetch tags, so it doesn't fail on push

* Only running EE uberjar in SDK workflow

Because OSS is never needed

* Fix incorrect syntax

* Shuffle workflow so it failed fast

* Fix syntax error

* Attempt to bulid only EE jar

* Fix the error handling step

* Fix failing to upload to s3

* Fix create a PR step

* Fix the last temporary command, so the build looks green

* Remove hack to trigger the workflow

* Remove completed todo comment

* Clean up S3 step

* Add todo comment

* Upload correct docker image name

* Bump the package version before building SDK

* Fix uploading the correct Metabase dev container name

* Fix one too many double quote

* Push the correct docker image

* Fix PR creation step

* Dry run publishing SDK

* Use a separate uberjar workflow for SDK

* Remove a bunch of unused steps

* Update variable names, step names

* Improve tag error message

* Correct m2-cache-key to be unique

* Fix the push tag failure step to only run when failed to push tag

* Fix changed artifact name

* Improve env name for clarity

* Fix extra trailing empty line

* Remove conditions from running certian steps

* Removing npm publish dry-run"
Tim Macdonald,tsmacdonald,2024-05-16 12:13:59+00:00,"[ParseSQL] Find-and-replace for variables and field filters (#42703)

* Add a simple replace-names test

* Support find-and-replace in cards with variables and field filters

[Fixes #42580]

[Fixes #42581]

* Add models.card/replace-fields-and-tables!

* Docstring fix

* Little cleanup"
Mahatthana (Kelvin) Nomsawadi,WiNloSt,2024-05-16 06:03:22+00:00,Upgrade redshift dependency version (#42746)
Cal Herries,calherries,2024-05-16 04:07:33+00:00,Realize DB transient rows in after-select hook before calling `driver.u/features` (#42744)
Luis Paolini,paoliniluis,2024-05-15 23:45:23+00:00,"Bump SQL Server driver for v50 (#41021)

same compatibility of the previous one but this is compatible with JDK 21
https://learn.microsoft.com/en-us/sql/connect/jdbc/release-notes-for-the-jdbc-driver?view=sql-server-ver16

Co-authored-by: Cam Saul <1455846+camsaul@users.noreply.github.com>"
Nick Fitzpatrick,npfitz,2024-05-15 21:48:15+00:00,"42701 search type ahead cp (#42716)

* respect search-typeahead-enabled

* updating unit test

* adding e2e test"
Raphael Krut-Landau,rafpaf,2024-05-15 21:23:28+00:00,"Move createMockModelResult to browse folder (#42690)

* Move createMockModelResult to browse folder

* fix"
Jeff Bruemmer,jeff-bruemmer,2024-05-15 21:09:19+00:00,docs - update appearance settings (#42388)
Jeff Bruemmer,jeff-bruemmer,2024-05-15 21:08:54+00:00,docs - offset (#42484)
Nick Fitzpatrick,npfitz,2024-05-15 20:26:45+00:00,"replace search bar with command palette toggle (#42603)

* replace search bar with command palette toggle

* e2e test part one

* onboarding suite

* green e2e

* unit tests

* delete shame"
Alex Yarosh,alexyarosh,2024-05-15 19:28:31+00:00,"[docs] Jessica's onboarding feedback (#42670)

* update collections

* feedback

* links

* Update docs/questions/native-editor/sql-parameters.md

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

---------

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>"
John Swanson,johnswanson,2024-05-15 19:10:16+00:00,"remove TODOs from metabase.models.setting (#40020)

3 TODOs were removed here:

- ""a way to SET Database-local values."" More like TODONE :haaa:

- ""we should probably also bind this [that is, *database-local-values*]
in sync contexts e.g. functions in [[metabase.sync]]"" I think we don't
need to do this. The full set of maybe-database-local settings right now
is `aggregated-query-row-limit`, `unaggregated-query-row-limit`,
`database-enable-actions`, and `persist-models-enabled`. None of these
need to be set when `sync`ing. If at some point we do add a db-local
setting that should affect the way syncing works, we will need to do
this - but I don't think this TODO will help figure that out.

- ""settings sent via an env var aren't returned for security purposes.
It is an open question whether we should obfuscate them and still show
the last two characters like we do for sensitive values that are set via
the UI."" I think if it's been this way for 5 years, it no longer
qualifies as an ""open question."" We can reopen if down the road if this
is something we want."
adam-james,adam-james-v,2024-05-15 17:47:58+00:00,"Pivot table exports (#41668)

* PoC Pivot table exporting.

Works so far!

This just hacks a couple things in. I added the :query via format_rows, which should instead have its own proper
middleware

Pivot export should probably not just be in the middleware namespace but in qp.pivot.

Should not break the streaming results writer for non-pivots... obviously this breaks ordinary results, so that needs
to be handled properly.

Better documentation about how the logic actually works. Pivot tables are hard to remember/easy to forget, so some
very clear diagrams/examples would probably be good.

* adjust csv export to export a pivot table when pivot options exist

* post processing of pivot table rows for card/dashcard downloads

* WIP on getting pivot exports to work with unsaved questions

* WIP getting pivot exports working on unsaved questions

The dataset POST /pivot endpoint is used to get the pivot data to the frontend, but also to get the pivot query.

The query that is returned by the POST comes from the json_query, which is populated by the userland-query stuff with
the last run query. The pivot qp runs mulitple queries and each query runs through the regular userland query qp, so
we'll 1. see lots of executions recorded and 2. end up with the wrong query in the POST return. It'll look mostly
correct, but due to how the pivot qp works won't necessarily have all of the fields.

That incorrect pivot query is passed to the /:export-format endpoint and we don't end up seeing correct results.

Since that json_query gets fed back to the backend when doing an export, we do need it to be correct, like the query
that was sent to /pivot in the first place.

Since this is a WIP, I've just passed the query as a string to :original-query in :info, and if that exists, use that
to fill the :json_query key.

Then, also add a :was-pivot flag so that the dataset download endpoint can look at it and use the pivot qp instead of
the regular qp. Even if we have the correct 'top level' query, we need to run it through the pivot qp to get the full,
correct pivoted results.

* Pivot Export Test

Here I've added a pivot export test that has various assertions trying to capture the correct output from the pivot
csv export.

I've done my best to explain the tests with comments, but have also left a (comment ) form with a function
`explore-pivot` to help *show* rather than tell what the expected pivot output should be.

I've created this new namespace to first capture this pivot export test with the intent to add tests that can improve
our confidence that ALL exports/downloads in ALL places behave as we expect in the future. It just seemed nice to
start fresh here with the pivot export test first.

* Don't need to make this public.

* Add lots of comments to hopefully make this a bit easier to follow

* Added an explore-raw-pivot fn in comment form

* Update test/metabase/api/downloads_exports_test.clj

Co-authored-by: Cam Saul <1455846+camsaul@users.noreply.github.com>

* begin addressing feedback

- finish an unfinished docstring
- merge info instead of assoc
- use a native query to build the pivot data instead of using a custom dataset, to keep test speed ok

* Create a new ns for the pivot post processing utils

Separate the post processing fns into their own namespace. This means I can easily add a test namespace for the post
processing specifically as well.

* Add pivot postprocessing test ns, not complete, but decent start

* fix mistake in endpoint. Only add original query to first pivot q

* Figured out how to keep the original query without storing as a string

* Perhaps this'll fix things properly?

---------

Co-authored-by: Cam Saul <1455846+camsaul@users.noreply.github.com>"
Romeo Van Snick,romeovs,2024-05-15 17:23:12+00:00,"Design update for extract examples (#42399)

* Move the extract examples inline

* Use ui Button for ClickAction and render examples inline"
Phoomparin Mano,heypoom,2024-05-15 17:13:03+00:00,"Support basic theming in interactive data tables for embedding SDK (#42411)

* support theming in table

* theme injection with hoc

* reasonable default theme options

* customizable text color

* theming table header

* table theming

* change theme configuration order

* apply sorted cell color directly

* gutter background

* remove header theming for now

* fix: id column styling

* id column borders

* border color

* add cell hover color

* conditional hover color

* use brand color to accent

* add default theme values to unit test

* cell background should default to white

* update unit test

* remove unused properties

* remove duplicated color declaration as inner cell data styles it

* remove duplicate fallback

* remove unused use-embedding-theme hook

* use theme color from Mantine for css variables

* update defaults

* inject default component theme

* add notes on cell data theme

* update unit tests

* update unit tests

* remove no-op text-brand hover color

* remove no-op is sorted cell color"
Raphael Krut-Landau,rafpaf,2024-05-15 16:42:45+00:00,Add cache configuration form to dashboard sidebar (#42192)
Raphael Krut-Landau,rafpaf,2024-05-15 16:40:44+00:00,Don't explicitly set the dimensions of the verified model icon (#42702)
Raphael Krut-Landau,rafpaf,2024-05-15 13:23:26+00:00,Use new icon for verified models (#42689)
Nemanja Glumac,nemanjaglumac,2024-05-15 12:10:29+00:00,"Require an explicit knob to allow uploading ReplayIO recordings (#42649)

* Explicitly decide whether to upload or not

* Upload in the main e2e workflow, but skip uploading in stress-test workflow

* Do not record runs in the stress-test workflow

* Add Replay API key

Even though we're not using it in this workflow. :shrug:

* Omit env var from the stress-test workflow"
Alexander Solovyov,piranha,2024-05-15 10:08:32+00:00,"json unfolding: parse incrementally instead of using cheshire (#42638)

this lowers memory usage 100x for 50kb strings (our limit before this change) and speeds up parsing by an order of magnitude.

For example, results for parsing 42kb string (already in memory):

Before: Time per call: 6.32 ms    Alloc per call: 8,732,850b
After:  Time per call: 55.16 us   Alloc per call: 83,254b"
Romeo Van Snick,romeovs,2024-05-15 06:48:18+00:00,"Info icon design update (#42557)

* Render item icon inline with column icon

* Use inline info icon in field picker

* Use new QueryColumnInfoIcon on filter columns picker

* Use new QueryColumnInfoIcon on suggestions dropdown

* Use new QueryColumnInfoIcon aggregations dropdown

* Use new QueryColumnInfoIcon filter modal

* Use new QueryColumnInfoIcon in BreakoutColumnListItem

* Use new QueryColumnInfoIcon in FieldList

* Use new QueryColumnInfoIcon in DataSelectorFieldPicker

* Update TableInfoIcon to render fallback too

* Use new TableInfoIcon in DataSelector

* Use new TableInfoIcon in ViewHeader

* Fix types in breakout column

* Move aria-label to wrapper

* Move binning back to the right

* Always give info icon full opacity

* Remove asDot props everywhere"
Uladzimir Havenchyk,uladzimirdev,2024-05-15 06:01:06+00:00,Optimize getColumnCardinality by using cache correctly (#42664)
Ngoc Khuat,qnkhuat,2024-05-15 05:42:44+00:00,"An one time job to init send-pulse trigger and migration down to clean up send-pulse triggers (#42316)

* Add a job to init send pulse trigger only once

* Send pulse triggers should respect report timezone (#42502)"
Aleksandr Lesnenko,alxnddr,2024-05-14 23:20:30+00:00,"fix static combo chart crashes when viz settings are invalid (#42669)

* fix static combo chart crashes when viz settings are invalid

* spec"
Emmad Usmani,EmmadUsmani,2024-05-14 22:42:51+00:00,remove percent change tooltip from waterfall chart (#42658)
Jeff Bruemmer,jeff-bruemmer,2024-05-14 20:31:47+00:00,docs - view data and create queries (#42121)
Braden Shepherdson,bshepherdson,2024-05-14 20:20:22+00:00,"[MBQL lib] Add native queries to the shared tests for all drills (#42478)

Follow up to #42424.

This enforces that all drills do not appear on native stages.
Also fixes one more drill on top of the two in #42424 that were wrongly
showing up for native queries."
Uladzimir Havenchyk,uladzimirdev,2024-05-14 19:51:19+00:00,"Optimize isVisualizationClickable check in TableInteractive (#42639)

* Optimize isVisualizationClickable check in TableInteractive

* Destructure question

* Mode is nullable"
Alexander Polyankin,ranquild,2024-05-14 19:04:20+00:00,Fix metadata loading issues after tabs (#42655)
Braden Shepherdson,bshepherdson,2024-05-14 17:06:35+00:00,"[Drivers] New `features` to replace hard-coded driver lists in tests (#42602)

- `:metadata/key-constraints` for those databases which formally track
  PK and FK key constraints. Some databases (eg. Presto/Athena/Starburst
  family) don't support constraints like that, but do support querying
  based on foreign keys (which is the `:foreign-keys` feature).
- `:connection/multiple-databases` for databases where a single
  connection can connect to many databases. This is the case for Athena,
  since it connects to an S3 bucket and exposes all files in the bucket
  as databases through that single connection.
- Also removed a troublesome ""all DBs except a huge list"" case in the
  SSH tunnel tests with a shorter list of supported drivers."
Anton Kulyk,kulyk,2024-05-14 17:01:11+00:00,"Use icons for ""Line style"" viz settings (#42637)

* Add icons

* Use icons"
Nemanja Glumac,nemanjaglumac,2024-05-14 16:27:20+00:00,"Fix broken metric revision API call (#42634)

* Fix broken metric revision API call

Fixes #42633

* Add E2E repro for #42633

* Fix metrics revision history in the data reference

* Add repro for #42633 for the reference page

* Consolidate tests

* Do not use hard coded id

* Fix lint errors"
Ryan Laurie,iethree,2024-05-14 15:36:16+00:00,"Disable Error Diagnostic Modal In Embedding (#42641)

* Disable Error Diagnostic Modal In Embedding

* add e2e test for diagnostic modal"
bryan,escherize,2024-05-14 15:32:37+00:00,"handle RecentViews for non-existant entites (#42643)

* handle recent view for non-existant entity

* test that recent views works with missing entities

- just doesn't return them.

* dont count on there being entities in the app-db"
Ryan Laurie,iethree,2024-05-14 15:19:28+00:00,"Recents Picker Tab (#42079)

* add recents tab

type updates

fix unit test

change where we filter recents

WIP Recents Tab

wip recents

design updates

update recents design to match search

use new recents format

initial recents implementation

fix types

* fix e2e tests

* update more e2e tests

* allow recents filters

* update test mocks

* add unit tests for recents tab

* update e2e tests

* add e2e tests for recents picker tab

* fix lost access test"
Nemanja Glumac,nemanjaglumac,2024-05-14 14:15:38+00:00,"Remove unused `@visx` libraries (#42624)

* Remove `@visx/event`

* Remove `@visx/legend`

* Remove `@visx/responsive`

* Remove `@visx/mock-data`

* Remove `@visx/tooltip`"
Ngoc Khuat,qnkhuat,2024-05-14 14:09:51+00:00,Delete pulses when archive dashboard (#42558)
Ngoc Khuat,qnkhuat,2024-05-14 14:09:15+00:00,Fix migration fail with encryption key (#42617)
Raphael Krut-Landau,rafpaf,2024-05-14 13:40:51+00:00,Fix column widths in Browse models (#42601)
Chris Truter,crisptrutski,2024-05-14 10:05:08+00:00,Fix reflection on newer JVM versions (#42630)
Nemanja Glumac,nemanjaglumac,2024-05-14 09:05:17+00:00,"Remove unused `SettingsBatchForm` component (#42627)

* Remove unused `SettingsBatchForm` component

* Remove `react-collapse` and its types"
Nemanja Glumac,nemanjaglumac,2024-05-14 08:46:44+00:00,"Allow multiple values for string operators in the dashboard (#42013)

* Expand the single or multi-selectable string filter choices

* Mark operators as `multi`

* Wrap an existing test in a separate `describe` block

* Test multiple values settings

* Expand repro to include multiple dashboard filter values

* Ease the load by limiting the card results

* Switch to the more flexible data structure for the dashboard filters

* Expand the assertions

* Fix typo

Co-authored-by: Kamil Mielnik <kamil@kamilmielnik.com>

---------

Co-authored-by: Kamil Mielnik <kamil@kamilmielnik.com>"
Romeo Van Snick,romeovs,2024-05-14 08:35:23+00:00,Prevent the suggestion popover from flipping to the top (#42625)
Uladzimir Havenchyk,uladzimirdev,2024-05-14 08:22:44+00:00,Avoid unnecessary re-renderings in column settings sidebar (#42595)
Nemanja Glumac,nemanjaglumac,2024-05-14 04:53:41+00:00,Remove `number-to-locale-string` (#42590)
Aleksandr Lesnenko,alxnddr,2024-05-14 03:12:50+00:00,allow description columns to be dimensions of charts (#42539)
Emmad Usmani,EmmadUsmani,2024-05-14 02:29:45+00:00,add + symbol to percent change tooltip (#42614)
Emmad Usmani,EmmadUsmani,2024-05-14 01:35:58+00:00,"refactor legend components to use items prop (#42417)

* refactor legend components to use items prop

* update RowChart

* add types

* add key to type

* fix type errors

* fix legend.unit.spec.ts"
bryan,escherize,2024-05-13 22:55:58+00:00,"New Recents API Format (#42239)

* wip

* adds more collection-touch events

* remove sneaky dep that slipped in

* cleaning up, and adding tests

* respond to review comments + mini bug reports

* make it official

* double official

* cleanup + return recent-views/Item for `GET activity/popular_items`

* get popular_items returning the proper shape

* compare doesn't what I thought

* add display_name to tables

* table.database.name should be the db name, not the table name

* add table.database.initial_sync_status

* improve call to toucan2

* light renaming + many text fixes

* include moderated_status in cards and datasets

* look up Dashboard permissions for Dashboards

* stop double-querying for `can-write?` checks

- also include some debug logging

* fix card <-> model dispatching

also gets tests passing locally

* let the test runner run the tests

* fix gc test

* adds description

* description can be null

* better tests

no more nils passed through the app

* debugging test

* fix tests and skip archived

* mysql finesse

* ellide inactive tables

* wip

* adds more collection-touch events

* remove sneaky dep that slipped in

* cleaning up, and adding tests

* respond to review comments + mini bug reports

* make it official

* double official

* cleanup + return recent-views/Item for `GET activity/popular_items`

* get popular_items returning the proper shape

* compare doesn't what I thought

* add display_name to tables

* table.database.name should be the db name, not the table name

* add table.database.initial_sync_status

* improve call to toucan2

* light renaming + many text fixes

* include moderated_status in cards and datasets

* look up Dashboard permissions for Dashboards

* stop double-querying for `can-write?` checks

- also include some debug logging

* fix card <-> model dispatching

also gets tests passing locally

* let the test runner run the tests

* fix gc test

* adds description

* description can be null

* better tests

no more nils passed through the app

* debugging test

* fix tests and skip archived

* mysql finesse

* New Recents + Popular API Format - Frontend (#42305)

* fix tests

* new API payload format for recents and populars

* update url generation

* update recents components

* update tests

* only show 5 recents in command palette

* remove unused types

* update tests

* obey the linter

* type updates

* fix unit test

* change where we filter recents

---------

Co-authored-by: Bryan Maass <bryan.maass@gmail.com>

* fix modelToUrl types

* respond to review comments

* post merge test fix

---------

Co-authored-by: Ryan Laurie <30528226+iethree@users.noreply.github.com>
Co-authored-by: Ryan Laurie <iethree@gmail.com>"
Raphael Krut-Landau,rafpaf,2024-05-13 20:47:44+00:00,"Ellipsify descriptions properly in Browse models (#42456)

* Ellipsify descriptions properly in Browse models

* Simplify"
Jeff Bruemmer,jeff-bruemmer,2024-05-13 20:26:31+00:00,add 49.10 (#42599)
adam-james,adam-james-v,2024-05-13 20:21:22+00:00,"Don't use the slugify util for filenames (#42475)

* Don't use the slugify util for filenames

* Fix tests that looked for incorrect filenames

* add a test

* fix filename in pulse test util"
Noah Moss,noahmoss,2024-05-13 15:49:30+00:00,SCIM-scoped API key (#42086)
Nemanja Glumac,nemanjaglumac,2024-05-13 15:44:07+00:00,Remove `classlist-polyfill` (#42588)
Ngoc Khuat,qnkhuat,2024-05-13 15:17:44+00:00,Static viz get background color thread safe (#42548)
Nemanja Glumac,nemanjaglumac,2024-05-13 15:05:13+00:00,Remove `color-harmony` (#42577)
Uladzimir Havenchyk,uladzimirdev,2024-05-13 14:35:14+00:00,"Partially fix columns and viz settings mismatch (#42344)

From now we allow mismatch between `base-type` if we need to match columns and columnSettings"
Romeo Van Snick,romeovs,2024-05-13 13:52:54+00:00,"Combine/extract shortcuts snowplow events (#42445)

* Copy question event to new version

* Add new events for adding column via plus modal

* Add plus modal variants

* Track combine column via plus header

* Track extract column via plus header

* Add test for combine question event

* Add e2e test for extract column shortcut snowplow events"
Romeo Van Snick,romeovs,2024-05-13 12:16:05+00:00,"Combine column shortcut (#42442)

* Add index file to CombineColumns

* Add CombinColumnAction

* Add CombinColumnsAction to default and embedding modes

* Fix outdated --color-brand references

* Set up sequenced close handler in combine columns

* Allow outside clicks to happen when popover is not open

* Add e2e test for combine column shortcut

* Remove unused prop

* Rename file to match component name: CombineColumnsAction

* Simplify test assertion

* Set width on combine columns action

* Remove superflouous ? check"
Kamil Mielnik,kamilmielnik,2024-05-13 11:04:20+00:00,"Cover `Offset()` in aggregations with e2e tests (#42455)

* Add repro for 32323

* Fix offset not working in case

* Make offset function return any

* Add a repro for #42377

* Fix order of adjustments

* Revert unrelated changes

* Remove commented code

* Revert unrelated changes

* Refactor test

* Type offset aggregation

* Add a test for no order by or breakout clause

* Add a basic test for breakout clause

* Fix assertion

* Remove problematic dependency

* Fix uuids generation

* Remove redundant limit

* Add a test for multiple breakouts

* Update test names

* Extract OFFSET_SUM_TOTAL_AGGREGATION

* Add a repro for metabase#42509

* Add a test for multiple aggregations and breakouts

* Remove unused intercept

* Move uuid utils to separate file
- it wasn't possible to import the utils file in e2e tests without it

* Make isUuid a type guard

* Add tests for sorting

* Tag the test

* Add extra assertion to verify expression parsing

* Add a complex scenario

* Reverse isFirst logic"
Nemanja Glumac,nemanjaglumac,2024-05-13 10:01:41+00:00,Remove code related to GoogleAnalytics tracking (#42556)
Ngoc Khuat,qnkhuat,2024-05-13 09:07:48+00:00,Quartz: auto delete jobs without a class during scheduler initialization (#42383)
Phoomparin Mano,heypoom,2024-05-13 08:57:16+00:00,"Migrate smart scalar and night mode to support Mantine theming (#42347)

* migrate smart scalar to css modules

* lighten theme color

* adjust margin

* map space 1 to xs

* use c prop instead of color

* use rem unit

* use rem unit

* add y margin

* return null when no children

* comment on text variation

* cleanup unused components and add dark mode todo

* remove todo comment

* support night mode in embedding

* lift dashboard theme to redux

* make theme non-nullable with default

* use component prop instead of title tag

* optional display theme

* restore tooltip state

* add default mock state

* remove theme from embed

* replace handleActions with createReducer"
Nemanja Glumac,nemanjaglumac,2024-05-13 07:55:04+00:00,"Upgrade Cypress to `v13.9.0` (#42507)

* Upgrade Cypress to `v13.9.0`

* Upgrade `@replayio/cypress` to `v2.1.0`

* Upgrade `cypress-real-events` to `v1.12.0`

* Upgrade `esbuild` to `v0.21.1`"
Nicolò Pretto,npretto,2024-05-13 07:44:35+00:00,remove google analytics (#42515)
Phoomparin Mano,heypoom,2024-05-13 07:18:35+00:00,bump to 0.1.3 (#42519)
Romeo Van Snick,romeovs,2024-05-13 06:26:52+00:00,"Extract column shortcut (#42261)

* Render plus button in interactive table header

* Add columnShortcuts on ClickObject

* Dispatch click action for columnShortcuts on plus button

* Make onCancel an optional prop

* Add ExtractColumn action

* Add ExtractColumn action to Default and Embedding mode

* Use arrow_split icon for extract column action

* Add title to extract column popover

* Add e2e test for Extract column shortcut

* Use asReturned in extract column

* Rename to Extract part of column

* Add a custom title to the new column shortcut

* Add onClose to ExtractColumn popover

* Hide shortcuts icon when question is not editable

* Fix null error

* Do not use submodules in import

* Scroll more in test"
adam-james,adam-james-v,2024-05-10 23:39:04+00:00,"Format Rows toggle also applies to Column Names (#42543)

* Format Rows toggle also applies to Column Names

Fixes: #42500
When format-rows is false, we want to also pass that true/false value to the title column formatting.

That is, if a column is renamed and formatting is applied, we want to use that column's name. But, if a column is
renamed and the user exports unformatted csv or json, the custom column name should NOT be used, as was the behaviour
in prior versions.

* write a better test explanation"
Jesse Devaney,JesseSDevaney,2024-05-10 21:56:05+00:00,"Fix pie chart display when switching from notebook editor (#42430)

* fix pie chart display when switching from notebook editor

* remove hack

* fix missing pie chart display

* fix missing pie chart display

* address feedback

* fix type error"
Emmad Usmani,EmmadUsmani,2024-05-10 21:09:13+00:00,remove unused viz series utils (#42422)
Ryan Laurie,iethree,2024-05-10 21:07:37+00:00,Fix disabled state for bulk actions buttons (#42533)
Raphael Krut-Landau,rafpaf,2024-05-10 18:46:28+00:00,"[Browse] Improve model sorting (#42493)

Ensures that models are sorted as follows in Browse models:

* Models are sorted by collection, by default
* When models are sorted by collection, they are secondarily sorted by name (so that models with the same collection path appear in alphabetic order)"
Aleksandr Lesnenko,alxnddr,2024-05-10 18:40:04+00:00,"use echarts tree shaking api (#42520)

* use echarts tree shaking api

* fix specs

* update types

* move echarts module registration back to individual components

* Transpile echarts in jest

---------

Co-authored-by: Uladzimir Havenchyk <uladzimir.dev@gmail.com>"
Braden Shepherdson,bshepherdson,2024-05-10 17:50:29+00:00,"[QP] Handle variadic `:contains` etc. in dashboard filters (#42404)

These params were failing to match. This matches them up and puts the
options in the correct place. (`[:contains x y opts]` but `[:contains opts x y z]`)."
Emmad Usmani,EmmadUsmani,2024-05-10 17:44:07+00:00,"fix percent change across daylight savings (#42482)

* fix percent change across DST

* add e2e tests"
Alex Yarosh,alexyarosh,2024-05-10 17:42:14+00:00,add 48.13 (#42522)
Alex Yarosh,alexyarosh,2024-05-10 16:56:37+00:00,"[docs] Serialization docs update (#42439)

* serialization update

* anchor links

* more anchor links

* correct curl call

* Apply suggestions from code review

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

* Apply suggestions from code review

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

* review feedback

* links

* Update docs/installation-and-operation/serialization.md

---------

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>"
Ngoc Khuat,qnkhuat,2024-05-10 16:22:09+00:00,Thread safe static viz (#42494)
Cam Saul,camsaul,2024-05-10 16:13:59+00:00,"`metabase.xrays` API namespace (#42491)

* Remove unused `metabase.api.transform`

* Copy the deps graph improvements from my other PR

* New combined X-Rays API namespace

* Fix kondo error"
Raphael Krut-Landau,rafpaf,2024-05-10 16:12:51+00:00,Fix drill FK test flake by removing unneeded wait for /api/dataset (#42501)
Alex Yarosh,alexyarosh,2024-05-10 16:06:28+00:00,"[docs] Clarify how optional SQL vars work (#42490)

* how optional clauses work

* Apply suggestions from code review

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

---------

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>"
Raphael Krut-Landau,rafpaf,2024-05-10 16:03:28+00:00,squash (#42111)
Emmad Usmani,EmmadUsmani,2024-05-10 16:01:34+00:00,"fix pie chart tooltip (#42465)

* fix pie chart tooltip

* add unit test"
Raphael Krut-Landau,rafpaf,2024-05-10 15:57:28+00:00,"Put bulk actions above popovers in collections (#42512)

* q

* Restore margin-left adjustment"
Cal Herries,calherries,2024-05-10 15:08:10+00:00,Allow drivers to not automatically add a PK column for CSV uploads (50) (#42466)
Alex Yarosh,alexyarosh,2024-05-10 14:27:35+00:00,add bq troubleshooting to the guide (#42492)
Alexander Solovyov,piranha,2024-05-10 13:49:02+00:00,[serdes] handle circular dependencies in dashboards (#42267)
Kamil Mielnik,kamilmielnik,2024-05-10 13:39:09+00:00,"Fix - `diagnose-expression` throws when `Offset` is nested (#42497)

* Fix offset not working in case

* Make offset function return any

* Add a repro for #42377

* Fix order of adjustments

* Revert unrelated changes

* Remove commented code

* Revert unrelated changes"
Nemanja Glumac,nemanjaglumac,2024-05-10 12:14:25+00:00,Remove unused `exportCardQuery` endpoint definition from `DashboardApi` (#42499)
Phoomparin Mano,heypoom,2024-05-10 11:05:06+00:00,"Update embedding SDK readme to remove height CSS workaround (#42453)

* update readme as height is now optional

* remove other wrapper"
Mahatthana (Kelvin) Nomsawadi,WiNloSt,2024-05-10 06:52:28+00:00,"Fix SDK interactive question showing no question error incorrectly (#42400)

* Fix loading showing when it's not supposed to

* Add unit test

* Review: Improve code clarity"
Raphael Krut-Landau,rafpaf,2024-05-10 04:11:56+00:00,Tweak the Model explanation banner (#42413)
Ngoc Khuat,qnkhuat,2024-05-10 01:45:18+00:00,Prioritize sending fast pulses (#42331)
Alex Yarosh,alexyarosh,2024-05-09 21:25:35+00:00,"[docs] see publicly shared content (#42488)

* see shared content

* Apply suggestions from code review

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

---------

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>"
Alex Yarosh,alexyarosh,2024-05-09 20:54:59+00:00,fix format (#42485)
Cam Saul,camsaul,2024-05-09 20:13:27+00:00,"`metabase.metabot` API namespace (#42468)

* Squashed commit

* Update config

* Backport the kondo ignore stuff from other PR.

* Metabot API namespace"
Alex Yarosh,alexyarosh,2024-05-09 20:12:33+00:00,add 49.9 (#42481)
Braden Shepherdson,bshepherdson,2024-05-09 18:43:17+00:00,"[QP] Fix error with `:!=` ""Is Not"" filter on expression (#42461)"
Uladzimir Havenchyk,uladzimirdev,2024-05-09 18:31:30+00:00,Disable cypress log to bypass out of memory issue (#41472)
Cam Saul,camsaul,2024-05-09 17:45:42+00:00,"Enumerate the current state of the world with regards to module namespaces (#42437)

* Squashed commit

* Update config

* Backport the kondo ignore stuff from other PR."
Braden Shepherdson,bshepherdson,2024-05-09 17:03:16+00:00,"[Drills] Only show ""Extract"" and ""Combine"" actions on MBQL stages (#42424)

They don't work correctly on a native stage."
Tim Macdonald,tsmacdonald,2024-05-09 15:40:46+00:00,"Use official version of Marginalia (#42204)

For Reasons™ we had been using my fork, but now that I've taken over the
project the officially-deployed version does what we need."
Oisin Coveney,oisincoveney,2024-05-09 15:36:03+00:00,"Convert PublicDashboard to TS (#41972)

Co-authored-by: Nicolò Pretto <info@npretto.com>"
Ryan Laurie,iethree,2024-05-09 15:27:46+00:00,"Allow Admins to clean up uploaded tables in bulk (#42183)

* add upload management API

* add upload management interface

* remove trailing slash

* add e2e upload management test

* add upload management to token_features

* jsdoc cleanup

* fixes tests

- include :upload_management in session_test
- fix list-url in upload management
- ensure local tests have upload management disabled
  (causes tests locally to 422 instead of 402: it has sufficient
  permissions from a local token to try to delete the table but the
  table is not an upload table, so you get a 422)

* add card archive param

* update tests

* use common component

* add success/error toasts

* test success/error notifications

* update e2e tests

* address review comments

* make sure we have fresh data

---------

Co-authored-by: dan sutton <dan@dpsutton.com>"
